fold,n_train_files,n_test_files,n_train_segments,n_valid_segments,best_epoch,best_valid_accuracy,best_valid_f1_macro,test_accuracy,test_f1_macro,checkpoint_path
fold_0,441,108,4003,1001,140,0.9470529470529471,0.9541660293804366,0.8518518518518519,0.859577922077922,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/outputs/stage2_cnn_replication/checkpoints/folds_fold_0_best.pt
fold_1,441,108,3884,972,90,0.9290123456790124,0.9572436654713551,0.8611111111111112,0.8511503542463295,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/outputs/stage2_cnn_replication/checkpoints/folds_fold_1_best.pt
fold_2,441,108,3962,991,85,0.929364278506559,0.951031273460868,0.8611111111111112,0.815073815073815,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/outputs/stage2_cnn_replication/checkpoints/folds_fold_2_best.pt
fold_3,441,108,3916,980,30,0.9479591836734694,0.9641628675834948,0.8240740740740741,0.8092651179607702,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/outputs/stage2_cnn_replication/checkpoints/folds_fold_3_best.pt
fold_4,441,108,4074,1019,125,0.956820412168793,0.9714009686945434,0.8981481481481481,0.911111111111111,/Users/juansantiago/Desktop/MIT Classes 2023-2027/Spring 2026/6.S955/FinalProject/6.S955_project/outputs/stage2_cnn_replication/checkpoints/folds_fold_4_best.pt
