fold,n_seeds,seeds,n_train_files,n_test_files,n_train_segments,n_val_segments,n_test_segments,n_test_files_aggregated,best_epoch_mean,best_epoch_std,best_val_loss_mean,best_val_loss_std,mfcc_fixed_frames,mfcc_n_mfcc,mfcc_n_fft,mfcc_hop_length,mfcc_center,mfcc_use_cmvn,pool_kernel,conv_kernels,pool_kernels,conv_padding,model_flat_dim,model_params,train_seconds_mean,train_seconds_std,accuracy_mean,accuracy_std,repo_f1_mean,repo_f1_std,sklearn_macro_f1_mean,sklearn_macro_f1_std,confusion_matrix_note,model_path
fold_0,5,"[0,1,2,3,4]",441,108,8006,2002,2080,108,50.0,0.0,0.2039928236621981,0.009566993358239585,24,26,4096,1024,True,False,,"[3,3,2]","[3,3,2]",valid,512,118985,192.36149497032164,8.18599995085644,0.9574074074074075,0.015044515564140649,0.9530523886145248,0.0159682494267888,0.9493490162324012,0.016805150545359734,summed_over_seeds_for_visualization,
fold_1,5,"[0,1,2,3,4]",441,108,7769,1943,2376,108,50.0,0.0,0.2116110114100913,0.024711304224183644,24,26,4096,1024,True,False,,"[3,3,2]","[3,3,2]",valid,512,118985,199.80534973144532,10.305340265284832,0.9074074074074074,0.013094570021973112,0.9042538965339662,0.01404088087843919,0.8890108220831513,0.02035153930193925,summed_over_seeds_for_visualization,
fold_2,5,"[0,1,2,3,4]",441,108,7924,1982,2182,108,50.0,0.0,0.21259903644064632,0.01110628705244613,24,26,4096,1024,True,False,,"[3,3,2]","[3,3,2]",valid,512,118985,197.77132539749147,11.40768301469328,0.9425925925925925,0.022222222222222195,0.94103029286322,0.019645222764779795,0.9346145523245626,0.022680503926577264,summed_over_seeds_for_visualization,
fold_3,5,"[0,1,2,3,4]",441,108,7833,1959,2296,108,50.0,0.0,0.23815991015045374,0.021569209173851456,24,26,4096,1024,True,False,,"[3,3,2]","[3,3,2]",valid,512,118985,199.5492331981659,5.4041474163766114,0.9740740740740741,0.01079805906452834,0.9760262068601537,0.010467600548012865,0.9745426474683441,0.01112394124204277,summed_over_seeds_for_visualization,
fold_4,5,"[0,1,2,3,4]",441,108,8148,2038,1902,108,50.0,0.0,0.23090055987625285,0.012775477244754637,24,26,4096,1024,True,False,,"[3,3,2]","[3,3,2]",valid,512,118985,202.81109356880188,3.085165931243267,0.962962962962963,0.011712139482105127,0.9646282759582243,0.010048866691937927,0.9630242316620026,0.010249948901950362,summed_over_seeds_for_visualization,
